name,prices,sale_tags,url
Diadora Women's Fall Tennis Top,"[20.91, 42.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Diadora_Womens_Fall_Tennis_Top/descpageWADIAA-DWSFTO-EN.html
Diadora Women's Fall HD Jacket,"[32.9, 65.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Diadora_Womens_Fall_HD_Jacket/descpageWADIAA-DWFHDJ-EN.html
Diadora Women's Fall Pants,"[29.9, 60.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Diadora_Womens_Fall_Pants/descpageWADIAA-DWFLP-EN.html
Diadora Women's Summer Tennis Top,"[12.9, 42.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Diadora_Womens_Summer_Tennis_Top/descpageWADIAA-DWSSUTO-EN.html
Diadora Women's Spring Tennis Top,"[12.9, 42.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Diadora_Womens_Spring_Tennis_Top/descpageWADIAA-DWSTETO-EN.html
Wilson Women's Kaos Mirage Tank,"[49.9, 55.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Kaos_Mirage_Tank/descpageWAWILSON-WIWKT-EN.html
Bjorn Borg Women's Summer Tennis Dress,"[62.91, 69.95, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Summer_Tennis_Dress/descpageWABBAPP-BJBSTD-EN.html
New Balance Women's Fall Rally Short,"[26.88, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/New_Balance_Womens_Fall_Rally_Short/descpageWANB-NBWFRSH-EN.html
New Balance Women's Fall Logo T-Shirt,"[14.9, 25.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/New_Balance_Womens_Fall_Logo_T-Shirt/descpageWANB-NBWFLTS-EN.html
New Balance Women's Fall Relentless High Rise 7/8 Tight,"[35.9, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/New_Balance_Womens_Fall_Relentless_High_Rise_7_8_Tight/descpageWANB-NBWFRHR-EN.html
Lotto Women's Spring Top Ten Short,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_Top_Ten_Short/descpageWALOTTOA-LOWAOSH-EN.html
Lotto Women's Spring Top Ten Dress,"[53.9, 60.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_Top_Ten_Dress/descpageWALOTTOA-LOWAODR-EN.html
Lotto Women's Spring Top Ten Top,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_Top_Ten_Top/descpageWALOTTOA-LOIWTO-EN.html
Yonex Women's AO Skirt,"[48.91, 54.0, 0]",,https://www.tenniswarehouse-europe.com/Yonex_Womens_AO_Skirt/descpageWAYONEX-YXAOWS-EN.html
Yonex Women's AO Top,"[48.91, 54.0, 0]",,https://www.tenniswarehouse-europe.com/Yonex_Womens_AO_Top/descpageWAYONEX-YXAOWT-EN.html
Yonex Women's RG Longsleeve Top,"[48.91, 54.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_RG_Longsleeve_Top/descpageWAYONEX-YXRGWLS-EN.html
Fila Spring Sampau Hat Navy,"[15.9, 17.99, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Fila_Spring_Sampau_Hat_Navy/descpageFILAA-FSSHNV-EN.html
Fila Vuckonic Visor,"[11.9, 14.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Vuckonic_Visor/descpageFILAA-FVV-EN.html
Head Men's Ace Polo,"[32.9, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Head_Mens_Ace_Polo/descpageMAHEAD-HMAP-EN.html
Head Men's Volley Crew,"[23.89, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Head_Mens_Volley_Crew/descpageMAHEAD-HMPVC-EN.html
HEAD Match Crew 2-Pack Socks White,"[10.9, 11.99, 0]","1,0,0",https://www.tenniswarehouse-europe.com/HEAD_Match_Crew_2-Pack_Socks_White/descpageMADOBOT-HMC2WH-EN.html
Nike Women's Summer Indy Bra,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Indy_Bra/descpageWANIKEA-NKWSUIB-EN.html
Nike Women's Core Sportswear Cotton Longsleeve,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Core_Sportswear_Cotton_Longsleeve/descpageWANIKEA-NKWSCLS-EN.html
Nike Women's Summer Sportswear Cotton Longsleeve,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Sportswear_Cotton_Longsleeve/descpageWANIKEA-NKWSULS-EN.html
Nike Women's Basic Icon Futura Longsleeve,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Basic_Icon_Futura_Longsleeve/descpageWANIKEA-NKWBFLS-EN.html
Asics Boy's Fall Big Logo Sweat Pant,"[19.9, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Boys_Fall_Big_Logo_Sweat_Pant/descpageASICS-ASBFBLS-EN.html
Asics Boy Fall Oth Hoodie,"[31.91, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Boy_Fall_Oth_Hoodie/descpageASICS-ASBFOH-EN.html
Asics Boy's Fall Spiral Logo T-Shirt,"[12.9, 20.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Boys_Fall_Spiral_Logo_T-Shirt/descpageASICS-ASBFSLT-EN.html
Lacoste Boy's Basic Tennis Short,"[40.0, 0, 0]",,https://www.tenniswarehouse-europe.com/Lacoste_Boys_Basic_Tennis_Short/descpageLACAYEL-LABSTS-EN.html
Lotto Boy's Spring Tech Print Crew,"[13.9, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lotto_Boys_Spring_Tech_Print_Crew/descpageLOTTOA-LOBSTPC-EN.html
Nike Men's Summer Globe Crew,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Globe_Crew/descpageMANIKEA-NMSGLC-EN.html
Nike Men's Summer Just Do It T-Shirt,"[17.91, 20.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Just_Do_It_T-Shirt/descpageMANIKEA-NISJDIT-EN.html
adidas Men's Spring Game Set Polo,"[47.9, 60.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Game_Set_Polo/descpageMAADIT-AMSFLP-EN.html
"adidas Men's Core Ergo 9"" Short","[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Core_Ergo_9_Short/descpageMAADIT-AMSEG7S-EN.html
"adidas Men's Spring Ergo 9"" Short","[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Ergo_9_Short/descpageMAADIT-AMSEG9S-EN.html
Lacoste Men's Basic Performance Tennis Pant,"[53.9, 90.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Basic_Performance_Tennis_Pant/descpageMALACAYEL-LMBPAN-EN.html
Lacoste Men's Fall Block T-Shirt,"[29.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Fall_Block_T-Shirt/descpageMALACAYEL-LMFBT-EN.html
Lacoste Men's Fall Croc T-Shirt,"[26.88, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Fall_Croc_T-Shirt/descpageMALACAYEL-LMFCRT-EN.html
Lacoste Men's Spring Novak Hat,"[60.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Novak_Hat/descpageLACAYEL-LMNH-EN.html
Lacoste Men's Spring Performance Hat,"[39.9, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Mens_Spring_Performance_Hat/descpageLACAYEL-LMSPH-EN.html
Wilson Men's Crew Socks 3-Pack White,"[13.0, 16.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Crew_Socks_3-Pack_White/descpageMAWILSON-WMCRSW-EN.html
Wilson Men's Rush Pro Crew Socks Blue 43-48,"[10.9, 13.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Rush_Pro_Crew_Socks_Blue_43-48/descpageMAWILSON-WMRCWBL-EN.html
Wilson Men's Rush Pro Crew Socks Black/White 43-48,"[10.9, 13.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Rush_Pro_Crew_Socks_Black_White_43-48/descpageMAWILSON-WMRCWBW-EN.html
Wilson Men's Kaos Crew Socks Yellow/White,"[10.9, 13.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Kaos_Crew_Socks_Yellow_White/descpageMAWILSON-WMKCYW-EN.html
Wilson Men's Kaos Crew Socks White/Grey,"[10.9, 13.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Wilson_Mens_Kaos_Crew_Socks_White_Grey/descpageMAWILSON-WMKCWG-EN.html
Wilson Women's V-Neck Training Top,"[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_V-Neck_Training_Top/descpageWAWILSON-WIWVNTT-EN.html
"Wilson Women's Kaos Mirage 3.5"" Short","[49.9, 55.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Kaos_Mirage_35_Short/descpageWAWILSON-WIWKMS-EN.html
Bjorn Borg Women's Summer Tala Tank,"[35.9, 39.95, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Summer_Tala_Tank/descpageWABBAPP-BBWSUT-EN.html
Bjorn Borg Women's Summer Trista Tennis Skirt,"[44.9, 49.95, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Summer_Trista_Tennis_Skirt/descpageWABBAPP-BJBSUS-EN.html
Bjorn Borg Women's Summer 2-P Tennis Net Mia Minishorts,"[26.88, 29.95, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Summer_2-P_Tennis_Net_Mia_Minishorts/descpageWABBAPP-BMIMI-EN.html
Bjorn Borg Women's Summer 3-P Tennis Net Selena String,"[38.9, 42.95, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Summer_3-P_Tennis_Net_Selena_String/descpageWABBAPP-BTNSS-EN.html
Asics Women's Spring Court GPX Tank,"[36.0, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Womens_Spring_Court_GPX_Tank/descpageWAASICSP-AWCGPXT-EN.html
Le Coq Sportif Women's RG Performance Dress,"[65.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Womens_RG_Performance_Dress/descpageWALECOQA-LCSWRGD-EN.html
Under Armour Women's Spring Geo Knockout Tank,"[27.89, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Womens_Spring_Geo_Knockout_Tank/descpageWAUAA-UAGKT-EN.html
Lacoste Women's Spring RG Tank,"[90.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Womens_Spring_RG_Tank/descpageWALACAYEL-LWMRGT-EN.html
New Balance Women's Spring Rally Court Skirt,"[17.91, 59.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/New_Balance_Womens_Spring_Rally_Court_Skirt/descpageWANB-NBWSRAS-EN.html
Lotto Women's Spring RG Top Ten Top,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_RG_Top_Ten_Top/descpageWALOTTOA-LSTTCS-EN.html
Lotto Women's Spring Top Ten Skirt,"[31.91, 35.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_Top_Ten_Skirt/descpageWALOTTOA-LSTTISK-EN.html
Lotto Women's Core Squadra Tank,"[26.88, 30.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Core_Squadra_Tank/descpageWALOTTOA-LWCST-EN.html
Yonex Women's RG Skirt,"[48.91, 54.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_RG_Skirt/descpageWAYONEX-YXRGWS-EN.html
Yonex Women's RG Tank,"[51.91, 58.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_RG_Tank/descpageWAYONEX-YXRGWT-EN.html
Yonex Women's Tennis T-Shirt,"[31.91, 36.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_Tennis_T-Shirt/descpageWAYONEX-YXTEWTS-EN.html
Fila Osten Wristband Navy,"[8.9, 9.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Osten_Wristband_Navy/descpageFILAA-FOWBN-EN.html
Fila Osten Wristband White,"[8.9, 9.99, 0]",,https://www.tenniswarehouse-europe.com/Fila_Osten_Wristband_White/descpageFILAA-FOWBW-EN.html
Fila Arnst Doublewide Wristband Red,"[5.9, 6.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Arnst_Doublewide_Wristband_Red/descpageFILAA-FADWBR-EN.html
Fila Arnst Doublewide Wristband White,"[5.9, 6.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Arnst_Doublewide_Wristband_White/descpageFILAA-FADWBW-EN.html
Fila Arnst Doublewide Wristband Navy,"[5.9, 6.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Arnst_Doublewide_Wristband_Navy/descpageFILAA-FADWBN-EN.html
HEAD Performance Crew 3-Pack Socks White/Grey,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Crew_3-Pack_Socks_White_Grey/descpageMADOBOT-HPC3WG-EN.html
HEAD Performance Crew 3-Pack Socks Grey/Black,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Crew_3-Pack_Socks_Grey_Black/descpageMADOBOT-HPC3GB-EN.html
HEAD Performance Crew 3-Pack Socks Grey/Navy,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Crew_3-Pack_Socks_Grey_Navy/descpageMADOBOT-HPC3GN-EN.html
Head Crew 3-Pack Socks White,"[3.89, 4.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Crew_3-Pack_Socks_White/descpageWADOBOT-HC3PW-EN.html
HEAD Performance Short Crew 3-Pack Socks Grey/Navy,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Short_Crew_3-Pack_Socks_Grey_Navy/descpageMADOBOT-HPSC3GN-EN.html
HEAD Performance Short Crew 3-Pack Socks Grey/Black,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Short_Crew_3-Pack_Socks_Grey_Black/descpageMADOBOT-HPSC3GB-EN.html
Nike Women's Basic Pro Shorty,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Basic_Pro_Shorty/descpageWANIKEA-NKWBPRS-EN.html
Nike Women's Summer 2-in-1 Flex Short,"[30.9, 35.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_2-in-1_Flex_Short/descpageWANIKEA-NKWSUFS-EN.html
Asics Boy's Spring Club Crew,"[9.9, 25.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Boys_Spring_Club_Crew/descpageASICS-ABSSCC-EN.html
Nike Boy's Summer Rafa Crew,"[19.9, 30.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Boys_Summer_Rafa_Crew/descpageNIKEA-NBSRAT-EN.html
Nike Boy's Summer Court Dry Crew,"[20.91, 30.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Boys_Summer_Court_Dry_Crew/descpageNIKEA-NBSCLTP-EN.html
Nike Men's Summer Swoosh T-Shirt,"[17.91, 20.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Swoosh_T-Shirt/descpageMANIKEA-NISWOTS-EN.html
adidas Men's Spring Club 3-Stripe Crew,"[31.91, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Club_3-Stripe_Crew/descpageMAADIT-ASC3SC-EN.html
adidas Men's Spring Club Polo,"[31.91, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Club_Polo/descpageMAADIT-AMSCBPL-EN.html
Lacoste RG Visor,"[60.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_RG_Visor/descpageLACAYEL-LAWRGV-EN.html
Ellesse Women's Spring Tappin Tank,"[30.9, 35.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Ellesse_Womens_Spring_Tappin_Tank/descpageWAELLAPP-ELWSTT-EN.html
Fila Women's RG Amelie Dress,"[67.9, 75.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Fila_Womens_RG_Amelie_Dress/descpageWAFILAA-FIWMELI-EN.html
"Wilson Women's Spring Training 12.5"" Skirt","[31.91, 35.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Spring_Training_125_Skirt/descpageWAWILSON-WIWSTSK-EN.html
Wilson Women's Basic Scapri,"[53.9, 60.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Basic_Scapri/descpageWAWILSON-WIWBSK-EN.html
Wilson Women's Seamless Tight,"[44.9, 50.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Seamless_Tight/descpageWAWILSON-WIWBST-EN.html
Wilson Women's Tracers Tech Top,"[22.9, 25.0, 0]",,https://www.tenniswarehouse-europe.com/Wilson_Womens_Tracers_Tech_Top/descpageWAWILSON-WIWTTT-EN.html
Bjorn Borg Women's Spring Tesia Top,"[31.91, 39.95, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Spring_Tesia_Top/descpageWABBAPP-BBWSTC-EN.html
Bjorn Borg Women's Spring Tess Dress,"[55.91, 69.95, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Spring_Tess_Dress/descpageWABBAPP-BBWSTAD-EN.html
Bjorn Borg Women's Spring Tala Tank,"[31.91, 39.95, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Bjorn_Borg_Womens_Spring_Tala_Tank/descpageWABBAPP-BJBWSTT-EN.html
Asics Women's Spring RG Match Tank,"[42.49, 50.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Womens_Spring_RG_Match_Tank/descpageWAASICSP-AWRGMT-EN.html
Asics Women's Spring Silver Tank,"[16.19, 18.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Womens_Spring_Silver_Tank_/descpageWAASICSP-ASIWTS-EN.html
Asics Women's Spring Match Pleated Skirt,"[44.01, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Asics_Womens_Spring_Match_Pleated_Skirt/descpageWAASICSP-AWSMPS-EN.html
Le Coq Sportif Women's Tennis Pro Tank,"[34.89, 0, 0]",,https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Womens_Tennis_Pro_Tank/descpageWALECOQA-LCSWTT-EN.html
Le Coq Sportif Women's Tennis Pro Skirt,"[54.89, 0, 0]",,https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Womens_Tennis_Pro_Skirt/descpageWALECOQA-LCSWTPS-EN.html
Le Coq Sportif Women's Tennis Tank,"[28.92, 0, 0]",,https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Womens_Tennis_Tank/descpageWALECOQA-LCSWFTT-EN.html
Le Coq Sportif Women's Tennis Top,"[31.91, 0, 0]",,https://www.tenniswarehouse-europe.com/Le_Coq_Sportif_Womens_Tennis_Top/descpageWALECOQA-LCSWTTO-EN.html
Under Armour Women's Spring Mesh Geo Graphic Top,"[27.89, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Womens_Spring_Mesh_Geo_Graphic_Top/descpageWAUAA-UAMGGT-EN.html
Under Armour Women's Spring Rival Terry Print Hoodie,"[43.9, 55.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Womens_Spring_Rival_Terry_Print_Hoodie/descpageWAUAA-UARTPH-EN.html
Under Armour Women's Spring Knockout Tank,"[27.89, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Womens_Spring_Knockout_Tank/descpageWAUAA-UASKT-EN.html
Under Armour Women's Spring Live Sportstyle Graph Tank,"[18.9, 24.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Under_Armour_Womens_Spring_Live_Sportstyle_Graph_Tank/descpageWAUAA-UALSGT-EN.html
Lacoste Women's Spring RG T-Shirt,"[55.01, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Womens_Spring_RG_T-Shirt/descpageWALACAYEL-LRGWTS-EN.html
Lacoste Women's Spring RG Skirt,"[110.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Womens_Spring_RG_Skirt/descpageWALACAYEL-LWSRG-EN.html
Lacoste Women's Spring RG Jacket,"[170.0, 0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Womens_Spring_RG_Jacket/descpageWALACAYEL-LWRGJA-EN.html
Tecnifibre Women's Knit Jacket,"[44.9, 70.0, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_Womens_Knit_Jacket/descpageWATECNIA-TEWKJ-EN.html
Tecnifibre Women's Knit Pant,"[53.9, 60.0, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_Womens_Knit_Pant/descpageWATECNIA-TEWKP-EN.html
Tecnifibre Women's Fleece Hoodie,"[53.9, 60.0, 0]",,https://www.tenniswarehouse-europe.com/Tecnifibre_Womens_Fleece_Hoodie/descpageWATECNIA-TEWFL-EN.html
Lotto Women's Core Squadra Top,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Core_Squadra_Top/descpageWALOTTOA-LWCSTP-EN.html
Lotto Women's Core Squadra Dress,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Core_Squadra_Dress/descpageWALOTTOA-LWCSD-EN.html
Lotto Women's Spring Squadra Dress,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Lotto_Womens_Spring_Squadra_Dress/descpageWALOTTOA-LOWSQDR-EN.html
Lotto Women's Core Squadra Shorty,"[13.9, 15.0, 0]",,https://www.tenniswarehouse-europe.com/Lotto_Womens_Core_Squadra_Shorty/descpageWALOTTOA-LOWSHY-EN.html
Yonex Women's YY T-Shirt,"[31.91, 36.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_YY_T-Shirt/descpageWAYONEX-YXYYWTS-EN.html
Yonex Women's Australian Open Tank,"[45.9, 77.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_Australian_Open_Tank/descpageWAYONEX-YXWAOT-EN.html
Yonex Women's Performance Top,"[23.89, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Yonex_Womens_Performance_Top/descpageWAYONEX-YXWPERT-EN.html
Fila Flexby Headband Navy,"[8.9, 9.99, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Fila_Flexby_Headband_Navy/descpageFILAA-FFHBAN-EN.html
Fila Logo Towel White,"[17.91, 19.99, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Fila_Logo_Towel_White/descpageFILAA-FILALTW-EN.html
HEAD Performance Short Crew 3-Pack Socks White/Grey,"[7.9, 8.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Short_Crew_3-Pack_Socks_White_Grey/descpageMADOBOT-HPSC3WG-EN.html
Head Performance Quarter 2-Pack Socks Grey/Black,"[4.9, 5.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Performance_Quarter_2-Pack_Socks_Grey_Black/descpageMADOBOT-HPQ2PGB-EN.html
Head Performance Quarter 2-Pack Socks White/Grey,"[4.9, 5.99, 0]",,https://www.tenniswarehouse-europe.com/Head_Performance_Quarter_2-Pack_Socks_White_Grey/descpageMADOBOT-HPQ2PWG-EN.html
HEAD Performance Sneaker 2-Pack Socks Grey/Navy,"[4.9, 5.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Sneaker_2-Pack_Socks_Grey_Navy/descpageMADOBOT-HPS2WN-EN.html
HEAD Performance Sneaker 2-Pack Socks White/Grey,"[4.9, 5.99, 0]",,https://www.tenniswarehouse-europe.com/HEAD_Performance_Sneaker_2-Pack_Socks_White_Grey/descpageMADOBOT-HPS2WG-EN.html
Nike Women's Summer Flower Performance Short,"[49.9, 55.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Flower_Performance_Short/descpageWANIKEA-NKWSUFP-EN.html
Nike Women's Summer Cropped Graphic Tight,"[35.9, 40.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Cropped_Graphic_Tight/descpageWANIKEA-NKWSCGT-EN.html
Nike Women's Summer Icon Clash Tight,"[40.9, 45.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Summer_Icon_Clash_Tight/descpageWANIKEA-NKWSICT-EN.html
Nike Women's Core Medium Length One Tight,"[31.91, 35.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Womens_Core_Medium_Length_One_Tight/descpageWANIKEA-NKWSMLT-EN.html
Nike Boy's Summer Tennis Graphic T-Shirt,"[16.9, 24.95, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Boys_Summer_Tennis_Graphic_T-Shirt/descpageNIKEA-NBSTGRT-EN.html
Nike Boy's Summer Dry Polo,"[24.89, 35.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Boys_Summer_Dry_Polo/descpageNIKEA-NBSTMPL-EN.html
Nike Boy's Summer Dri-Fit Crew,"[16.9, 25.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Nike_Boys_Summer_Dri-Fit_Crew/descpageNIKEA-NIBSDCR-EN.html
Nike Men's Summer Triple Logo T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Summer_Triple_Logo_T-Shirt/descpageMANIKEA-NISTLTS-EN.html
Nike Men's Core Sportswear T-Shirt,"[22.9, 25.0, 0]","1,0,0",https://www.tenniswarehouse-europe.com/Nike_Mens_Core_Sportswear_T-Shirt/descpageMANIKEA-NKMSSWT-EN.html
Babolat FKL Strike Hat,"[11.9, 15.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Babolat_FKL_Strike_Hat/descpageQBA-BABSTRH-EN.html
adidas Men's Spring Club 3-Stripe Polo,"[35.9, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Club_3-Stripe_Polo/descpageMAADIT-ASC3SP-EN.html
adidas Men's Spring Club 3-Stripe Short,"[31.91, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_Club_3-Stripe_Short/descpageMAADIT-AMSCTSS-EN.html
"adidas Men's Spring SW 9"" Short","[31.91, 40.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/adidas_Mens_Spring_SW_9_Short/descpageMAADIT-AMSCB7S-EN.html
Lacoste Basic Hat,"[35.9, 45.0, 0]","0,0,0",https://www.tenniswarehouse-europe.com/Lacoste_Basic_Hat/descpageLACAYEL-LACBAHA-EN.html
